Temp_min_mean,Temp_min_std,Temp_min_min,Temp_min_25%,Temp_min_50%,Temp_min_75%,Temp_min_max,Temp_max_mean,Temp_max_std,Temp_max_min,Temp_max_25%,Temp_max_50%,Temp_max_75%,Temp_max_max,PLV_mean,PLV_std,PLV_min,PLV_25%,PLV_50%,PLV_75%,PLV_max,EVA_mean,EVA_std,EVA_min,EVA_25%,EVA_50%,EVA_75%,EVA_max,APP
8.516666666666667,1.2561364527306689,5.9,7.949999999999999,8.4,9.5,10.4,15.766666666666666,1.996056718693741,13.6,14.175,15.5,17.224999999999998,20.2,4.191666666666666,3.961280402122832,0.3,0.8500000000000001,2.5,6.875,11.5,3.5250000000000004,1.2892034186060222,2.1,2.425,3.2,4.375,6.1,0.113
8.238461538461538,2.7693376047767755,4.5,5.8,8.2,10.5,12.0,14.976923076923073,2.7074446273666264,10.0,12.7,15.1,17.5,19.2,1.953846153846154,2.5411989901800895,0.0,0.2,0.8,2.9,7.0,2.8230769230769233,1.9262025880619127,1.1,1.8,2.0,2.8,7.7,0.172
7.477777777777778,2.449376337855097,4.5,5.0,7.5,9.5,11.4,14.822222222222223,3.4751898429358423,11.5,13.0,13.4,14.5,22.0,5.311111111111111,9.148967762054422,0.3,1.2,3.0,3.1,29.5,3.9444444444444446,1.460403292853648,2.2,2.8,3.8,4.9,6.4,0.613
11.82,1.141052146047673,10.8,11.2,11.2,12.3,13.6,20.059999999999995,0.7536577472566707,19.2,19.6,19.8,20.8,20.9,3.6400000000000006,3.8161498922343187,0.2,0.2,2.7,6.3,8.8,2.08,0.7362064927722384,1.3,1.5,1.9,2.8,2.9,0.184
15.36,2.228901074520805,12.6,14.2,15.0,16.6,18.4,23.380000000000003,1.742699056062177,21.8,22.4,22.5,24.1,26.1,0.5800000000000001,0.44944410108488464,0.2,0.2,0.4,0.9,1.2,2.68,0.3420526275297413,2.2,2.5,2.8,2.8,3.1,0.23499999999999996
18.1125,2.2164563093886085,13.3,18.099999999999998,19.15,19.224999999999998,19.8,25.112499999999997,4.218814152951378,19.6,22.4,24.799999999999997,26.625,33.4,2.225,2.435305788954292,0.1,0.8750000000000001,1.15,3.3249999999999997,7.4,2.925,1.5772942473923952,1.0,1.5499999999999998,3.1500000000000004,3.6999999999999997,5.1,0.057
21.233333333333334,2.441993720985648,18.5,20.25,22.0,22.6,23.2,28.900000000000002,0.2645751311064588,28.7,28.75,28.8,29.0,29.2,0.4000000000000001,0.29999999999999993,0.1,0.25,0.4,0.55,0.7,2.466666666666667,0.4618802153517005,2.2,2.2,2.2,2.6,3.0,0.006000000000000001
24.8,3.0362179979242327,24.8,24.8,24.8,24.8,24.8,31.4,1.5233403243577894,31.4,31.4,31.4,31.4,31.4,0.2,4.544659005859018,0.2,0.2,0.2,0.2,0.2,3.3,0.9820319055866575,3.3,3.3,3.3,3.3,3.3,0.0
18.47,3.630442274862818,14.7,15.35,17.7,21.575,24.4,25.93,2.78210551760912,22.5,23.7,25.2,28.799999999999997,29.5,4.39,8.789318011718038,0.0,0.35000000000000003,1.6,3.175,29.0,3.789999999999999,1.5021835958216145,2.3,2.425,3.75,4.3,7.0,0.05
17.2375,3.465725032370572,13.6,15.125,16.5,18.1,23.0,23.7875,2.4056110004974385,20.7,22.125,23.75,25.200000000000003,27.0,5.6375,9.286232128417701,0.2,0.27499999999999997,0.8500000000000001,7.65,27.1,3.075,0.9223417401995238,1.9,2.5749999999999997,2.95,3.8,4.5,0.67
12.59375,4.208953749646896,6.4,9.425,12.2,15.55,19.9,19.0,3.6892637025112025,12.8,16.025,20.1,22.075,23.5,3.00625,2.7059117379052355,0.2,0.7750000000000001,1.9500000000000002,4.025,8.4,2.61875,0.8408081429989445,1.6,1.8749999999999998,2.3499999999999996,3.2250000000000005,4.2,1.034
8.01875,2.5802373921792547,4.1,6.6499999999999995,7.55,9.475000000000001,14.0,14.524999999999999,2.1806726790908653,10.6,13.3,14.350000000000001,16.5,17.4,4.20625,5.370346823064596,0.0,0.45,2.5,5.55,20.2,2.9312500000000004,1.7518442662900529,1.1,1.5750000000000002,2.35,3.8000000000000003,7.2,0.287
8.4,1.2733964274877096,5.8,7.775,8.35,9.25,10.4,14.450000000000003,0.9120981728537102,12.9,13.8,14.25,15.075,16.0,3.521428571428572,5.414251645344985,0.0,0.22500000000000003,0.6000000000000001,6.575000000000001,18.2,1.3214285714285714,0.361999939287227,0.8,1.025,1.3,1.5500000000000003,2.0,0.35299999999999987
9.06,2.2046415682474203,6.0,7.425,9.4,9.475,12.6,15.930000000000001,2.0022487357968286,12.6,14.55,15.45,17.725,18.9,2.6599999999999997,2.748817927764587,0.2,0.3,1.9,4.175,7.5,2.99,1.146443776786866,1.0,2.425,3.0,3.675,4.9,0.188
10.55,2.7347760420187974,6.4,9.350000000000001,11.0,11.45,14.5,17.066666666666666,1.4080719678577038,14.5,16.674999999999997,17.65,17.95,18.2,2.8166666666666664,2.8124129616161753,0.0,0.625,2.45,4.05,7.4,2.5166666666666666,0.4535048695071164,2.1,2.3249999999999997,2.4,2.475,3.4,0.052
10.542857142857143,1.6460631244043493,8.3,9.4,10.7,11.75,12.5,18.82857142857143,2.4184804359447734,15.1,17.25,19.0,21.0,21.2,5.228571428571429,5.679411438319494,0.4,2.0,3.9,5.6,17.1,4.257142857142857,1.2972498382567417,3.1,3.2,3.5,5.3,6.2,0.136
13.524999999999999,1.4930394055974094,12.3,12.825,13.05,13.75,15.7,20.225,2.8194266556636425,17.4,18.0,20.4,22.625000000000004,22.7,0.225,0.12583057392117916,0.1,0.17500000000000002,0.2,0.25,0.4,4.199999999999999,1.1972189997378646,3.1,3.4,3.95,4.75,5.8,0.012
17.8,4.525483399593905,14.6,16.2,17.8,19.4,21.0,24.0,3.1112698372208083,21.8,22.900000000000002,24.0,25.099999999999998,26.2,3.85,0.9192388155425116,3.2,3.5250000000000004,3.85,4.175,4.5,3.2,0.0,3.2,3.2,3.2,3.2,3.2,0.016
21.525,1.9311050377094103,19.6,20.65,21.15,22.025000000000002,24.2,28.299999999999997,1.706848948598948,26.9,26.975,27.9,29.225,30.5,0.725,0.6396613687465162,0.0,0.30000000000000004,0.75,1.175,1.4,5.0,1.2516655570345727,3.3,4.5,5.25,5.749999999999999,6.2,0.0
19.65,1.2020815280171302,18.8,19.225,19.65,20.075,20.5,28.0,0.565685424949236,27.6,27.800000000000004,28.0,28.199999999999996,28.4,2.1,2.9698484809834995,0.0,1.05,2.1,3.1500000000000004,4.2,5.1,2.2627416997969525,3.5,4.3,5.1,5.9,6.7,0.047
20.790909090909096,2.906700722625068,16.0,18.65,20.7,23.4,25.1,27.127272727272725,1.0238075103171589,25.5,26.299999999999997,27.1,27.9,28.6,2.2909090909090906,4.428646417463138,0.0,0.1,0.4,1.85,14.8,3.6545454545454543,1.446626168962553,1.6,2.6,3.6,4.5,6.3,0.07499999999999998
15.270000000000001,1.9119797767410267,12.1,13.950000000000001,15.4,16.325,18.3,22.5,1.3888444437333107,20.5,21.325,22.35,23.575000000000003,24.5,6.829999999999998,8.855387562884466,0.1,1.4,3.75,5.8500000000000005,24.7,3.5400000000000005,0.7691264886581112,2.0,3.125,3.5,3.95,4.7,0.196
13.35,3.142981599267379,9.0,11.274999999999999,13.25,16.025000000000002,17.9,19.720000000000002,1.856400339965015,17.4,18.1,19.65,20.725,22.5,2.23,2.6641863465022277,0.1,0.4,0.8500000000000001,3.0749999999999997,7.5,2.5300000000000002,1.3283657461541063,1.1,1.375,2.4,3.3,5.3,0.029000000000000005
12.545454545454545,2.402650052073184,7.8,11.8,13.5,14.05,15.4,17.636363636363633,1.906972851024748,15.2,16.25,17.2,18.85,20.7,7.881818181818182,12.070113353388043,0.1,0.44999999999999996,1.8,9.4,33.1,1.9454545454545455,0.6608534426991152,1.1,1.5,1.8,2.1500000000000004,3.3,4.234000000000001
10.411764705882353,1.6266846471201695,7.7,9.3,11.1,11.8,12.5,15.382352941176471,1.068430679851088,13.3,14.7,15.3,16.0,17.4,9.941176470588236,14.198682105372024,0.2,1.7,3.6,12.2,50.9,1.9529411764705884,0.578918870674924,1.3,1.5,1.7,2.5,3.0,14.618
8.4,2.116601048851672,6.0,7.6,9.2,9.6,10.0,17.03333333333333,0.46188021535170104,16.5,16.9,17.3,17.3,17.3,0.9333333333333332,0.30550504633038933,0.6,0.8,1.0,1.1,1.2,2.4,0.6557438524302001,1.8,2.05,2.3,2.7,3.1,0.133
9.892857142857142,2.431037855514606,6.3,7.925,10.35,11.075,14.0,16.814285714285713,2.2517880563120167,13.2,14.875,17.1,18.225,21.3,1.2357142857142855,1.0731744018114189,0.1,0.45000000000000007,0.8,1.7999999999999998,3.2,2.4642857142857144,1.1499880553608057,0.8,1.4000000000000001,2.55,3.2749999999999995,4.2,0.09800000000000002
11.999999999999998,2.659652232905648,7.2,9.6,12.4,14.0,15.5,18.552941176470586,2.1050883731624026,15.6,17.4,18.1,18.6,24.5,2.841176470588235,3.6364575522631584,0.0,0.7,1.5,3.5,14.1,3.3529411764705883,1.6515589783061122,0.9,2.3,3.2,4.3,6.2,0.043
16.24285714285714,2.704845739814098,11.6,14.95,16.8,17.95,19.5,22.514285714285712,3.216845541535254,19.4,20.15,21.0,24.7,27.5,6.085714285714286,9.424158418912636,0.0,0.25,1.1,7.699999999999999,25.6,2.5,0.916515138991168,1.2,1.95,2.5,3.05,3.8,0.04399999999999999
19.2,1.339776100697426,17.1,18.8,19.6,19.9,20.6,25.860000000000003,1.6876018487783189,24.5,24.5,25.3,26.5,28.5,0.54,0.39115214431215894,0.1,0.3,0.4,0.9,1.0,3.1999999999999997,1.08397416943394,2.1,2.4,2.8,4.2,4.5,0.064
19.4,0.989949493661168,18.7,19.049999999999997,19.4,19.75,20.1,26.35,3.323401871576773,24.0,25.175,26.35,27.525,28.7,3.8000000000000003,5.091168824543142,0.2,2.0,3.8000000000000003,5.6000000000000005,7.4,3.0,2.4041630560342617,1.3,2.1500000000000004,3.0,3.8500000000000005,4.7,0.101
21.950000000000003,0.21213203435596475,21.8,21.875,21.950000000000003,22.025000000000002,22.1,29.15,0.07071067811865325,29.1,29.125000000000004,29.15,29.174999999999997,29.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,2.5999999999999996,0.42426406871192857,2.3,2.4499999999999997,2.5999999999999996,2.75,2.9,0.08
23.15,3.323401871576773,20.8,21.975,23.15,24.325,25.5,29.35,0.21213203435596475,29.2,29.275,29.35,29.425,29.5,0.75,0.9192388155425117,0.1,0.425,0.75,1.0749999999999997,1.4,3.0,0.8485281374238571,2.4,2.6999999999999997,3.0,3.3000000000000003,3.6,0.0
20.10909090909091,2.659494141920431,17.0,18.5,19.4,21.7,24.5,26.0,2.1931712199461306,22.0,25.25,26.6,27.7,28.3,4.218181818181819,11.811589070215588,0.1,0.2,0.7,1.1,39.8,3.190909090909091,0.9544155755796795,1.7,2.5999999999999996,3.1,3.9,4.6,0.46699999999999997
13.330769230769231,2.5688468928634807,9.3,11.3,13.7,15.2,17.6,20.199999999999996,2.1786846184490924,14.3,19.5,20.5,21.0,23.6,4.292307692307693,5.031974685028655,0.1,0.5,3.1,5.0,13.9,2.776923076923077,0.8671349819509515,1.4,2.2,2.6,3.0,4.2,0.07199999999999998
7.98888888888889,1.8489707435374731,5.4,6.575,7.8,8.75,12.0,14.594444444444443,1.5865138334697402,12.2,13.075000000000001,14.850000000000001,15.45,18.0,12.000000000000002,22.531337653823133,0.1,1.6,4.35,11.024999999999999,97.8,2.3833333333333337,0.9407443861113389,0.5,2.0,2.5,2.8499999999999996,4.1,7.2940000000000005
8.399999999999999,1.7320508075688772,4.6,7.9,8.6,8.75,12.3,14.016666666666666,1.519469604430401,12.0,13.049999999999999,13.25,14.825,16.7,17.3,30.379688190392187,0.1,0.475,2.95,20.95,107.4,1.6416666666666666,0.7936776690976269,0.3,1.25,1.55,1.9999999999999998,3.4,13.818999999999997
8.056249999999999,2.2402287829594547,4.1,6.925000000000001,8.1,9.35,13.1,13.537500000000001,2.442642012248213,9.3,12.1,13.25,14.974999999999998,17.7,2.8375,3.800504352494986,0.0,0.4,1.25,3.55,13.0,1.96875,0.7445076672987772,0.8,1.5500000000000003,1.95,2.225,3.3,3.045
13.4,0.9201449161228169,12.3,12.9,13.3,13.6,15.2,16.271428571428572,1.9737563896576211,13.7,15.05,15.6,17.6,19.3,3.1428571428571432,3.1732512994598787,0.0,0.5,3.1,4.95,8.0,1.8142857142857145,0.7819389819088006,0.9,1.3,1.5,2.3,3.1,0.294
10.2,2.406808524317477,7.2,8.25,9.9,11.55,14.6,17.666666666666668,1.6069922969399204,14.1,17.0,17.85,18.4,20.0,6.816666666666666,8.510189970460901,0.0,0.32500000000000007,2.3,11.524999999999999,21.3,2.325,0.8389658135845801,1.3,1.65,2.3,2.525,3.9,0.7000000000000001
13.539999999999997,3.1317726609701415,9.6,12.2,12.4,16.7,16.8,19.64,1.4345731072343444,17.7,18.9,19.8,20.3,21.5,2.0799999999999996,3.7525990992910496,0.0,0.1,0.1,1.5,8.7,2.4200000000000004,1.1454256850621083,1.6,1.8,1.9,2.4,4.4,0.022
15.8,1.2727922061357848,14.9,15.350000000000001,15.8,16.25,16.7,21.6,0.5656854249492386,21.2,21.4,21.6,21.8,22.0,4.7,6.646803743153547,0.0,2.35,4.7,7.050000000000001,9.4,2.4000000000000004,0.42426406871192857,2.1,2.25,2.4000000000000004,2.5500000000000003,2.7,0.005
21.275,1.22678441463853,19.7,20.275000000000002,21.25,21.95,23.1,28.1375,0.9855201672213523,26.9,27.275,28.35,28.700000000000003,29.6,8.825,17.99902775152036,0.3,0.6749999999999999,1.95,5.05,52.9,2.4875,0.5767829500154902,1.2,2.475,2.55,2.7,3.1,0.072
16.83076923076923,3.3998491670917343,11.4,15.0,17.4,18.5,23.4,22.792307692307695,2.8779221493007583,18.0,20.0,23.1,24.7,26.8,8.430769230769231,8.982611407174847,0.5,1.2,1.9,13.7,25.2,2.0,0.8774964387392121,0.7,1.3,1.9,2.6,3.4,0.133
12.6,1.4785127662620978,10.5,11.5,13.1,13.7,14.6,18.636363636363637,2.1233335711907,16.0,16.450000000000003,19.1,19.95,21.7,12.081818181818182,26.49210517047742,0.1,0.15000000000000002,3.9,9.0,90.4,2.5727272727272728,0.7695335068610191,1.3,2.15,2.5,2.8499999999999996,4.1,1.6340000000000001
9.095652173913043,2.2710586760102482,5.6,7.3,8.5,10.8,13.0,14.286956521739128,1.8897581249331852,10.3,13.3,14.5,15.649999999999999,17.8,8.156521739130437,17.438276241098762,0.1,0.35,2.1,8.0,81.1,2.5043478260869567,1.5578184807519557,0.5,1.1,2.3,3.2,5.6,4.2090000000000005
10.333333333333334,1.172461797529739,9.4,9.450000000000001,9.8,11.125,12.1,15.0,1.0990905331227268,13.5,14.399999999999999,15.05,15.4,16.7,8.549999999999999,10.144900196650532,0.2,0.7,5.1,13.475000000000001,25.4,1.7833333333333332,0.5344779384283944,1.0,1.4749999999999999,1.85,2.075,2.5,0.9960000000000001
8.3,1.8081014266989475,5.6,7.050000000000001,8.0,9.225000000000001,11.4,14.299999999999997,2.358617587290684,10.7,12.825,14.5,16.0,18.3,5.614285714285715,8.062053292846885,0.2,0.7,1.15,8.9,26.5,2.307142857142857,1.167814715094483,0.9,1.2249999999999999,2.4,3.1,4.2,2.5349999999999997
10.277777777777779,2.2867978582385557,6.9,8.9,9.6,12.0,13.3,15.533333333333335,1.0618380290797653,14.2,14.8,15.4,16.0,17.8,2.1888888888888887,2.4152869624769457,0.0,0.2,1.7,4.2,6.8,2.1,1.2227019260637484,0.8,1.2,2.1,2.3,4.5,0.383
10.816666666666668,2.216809063551127,6.9,9.9,10.65,11.525,15.1,17.316666666666666,2.2842676699281084,14.0,15.95,17.35,18.3,22.5,6.175,6.736214879967155,0.0,2.325,4.05,7.475,24.3,2.25,0.7786935445755514,1.2,1.6749999999999998,2.2,2.925,3.6,2.116
14.05,2.9717719581806024,9.0,13.45,15.3,15.7,16.8,19.762500000000003,2.9378989090845176,14.5,17.975,20.4,22.125,22.6,3.4375,4.099804002283872,0.0,0.2,2.15,5.0249999999999995,11.9,1.8625,0.7670677004951109,0.7,1.425,1.8,2.3000000000000003,3.1,0.166
16.666666666666668,0.8386497083606088,15.7,16.4,17.1,17.15,17.2,24.733333333333334,0.40414518843273767,24.5,24.5,24.5,24.85,25.2,0.10000000000000002,0.1,0.0,0.05,0.1,0.15000000000000002,0.2,4.533333333333333,0.6350852961085887,3.8,4.35,4.9,4.9,4.9,0.045000000000000005
17.633333333333333,1.5176736583776278,16.0,16.95,17.9,18.45,19.0,23.899999999999995,1.8027756377319946,22.4,22.9,23.4,24.65,25.9,19.133333333333336,24.422598824312974,0.2,5.35,10.5,28.6,46.7,2.4666666666666663,1.3012814197295424,1.2,1.7999999999999998,2.4,3.0999999999999996,3.8,0.271
20.1,1.7752014863460475,20.1,20.1,20.1,20.1,20.1,31.4,1.9798067538664463,31.4,31.4,31.4,31.4,31.4,12.6,20.470507231156326,12.6,12.6,12.6,12.6,12.6,4.0,1.1969892798904225,4.0,4.0,4.0,4.0,4.0,0.0
23.3,2.032729314314467,23.3,23.3,23.3,23.3,23.3,27.9,2.156837870000898,27.9,27.9,27.9,27.9,27.9,0.8,16.518415637999677,0.8,0.8,0.8,0.8,0.8,1.7,1.0926971400513026,1.7,1.7,1.7,1.7,1.7,0.323
16.34444444444445,2.290257142282887,12.3,15.8,16.8,17.8,19.9,23.522222222222222,2.3338689861353497,19.3,22.5,22.9,25.3,26.7,8.0,12.566324044843027,0.2,0.7,1.0,13.4,37.0,3.3222222222222224,0.9884050002121826,2.0,2.9,3.1,3.6,5.4,0.71
13.049999999999999,2.702406335102107,8.7,11.600000000000001,14.1,14.8,15.6,19.23333333333333,3.235840952004079,13.5,18.375,19.950000000000003,21.45,22.2,7.666666666666667,7.513632055581819,0.5,3.375,6.25,8.149999999999999,21.8,2.6999999999999997,1.1278297743897348,1.5,1.9749999999999999,2.3,3.6,4.2,0.614
8.819999999999999,2.7433556094680838,4.1,7.3,9.0,11.100000000000001,12.6,15.426666666666668,2.770370441105734,11.2,13.15,15.9,17.25,20.7,7.366666666666665,14.314960539173528,0.2,0.9,2.4,3.8499999999999996,47.9,1.9466666666666668,0.8749421749600425,1.1,1.35,1.6,2.1500000000000004,4.2,1.503
6.216666666666666,1.8819316317727022,4.2,4.625,6.2,7.475,8.7,12.783333333333333,3.098010114035567,9.7,10.125,12.6,14.775000000000002,17.0,6.116666666666666,6.021101781789332,0.0,0.7250000000000001,5.949999999999999,11.175,12.9,2.05,0.8018728078691783,1.1,1.5499999999999998,2.05,2.25,3.4,5.05
7.5352941176470605,2.9068757232789015,2.2,5.5,6.9,9.5,13.5,14.182352941176472,2.4852654018529003,8.5,13.4,14.7,16.2,17.0,7.5,10.730156103244726,0.0,0.6,4.6,9.2,45.7,2.458823529411765,1.1341620384282682,0.8,1.3,2.6,3.5,4.0,1.657
7.921428571428572,2.307238966460052,4.6,6.824999999999999,7.8,8.5,12.4,14.521428571428572,2.595314882756877,10.0,13.025,14.7,15.225000000000001,21.1,5.0928571428571425,5.358022638381309,0.1,1.0,4.0,6.2250000000000005,18.9,2.714285714285715,1.4991572724275886,0.8,1.6500000000000001,2.5,3.25,6.6,1.3969999999999998
11.819999999999999,2.95076261329169,8.7,9.1,12.5,13.0,15.8,17.9,2.346273641330013,15.1,15.7,18.8,19.7,20.2,1.6600000000000001,1.0114346246792227,0.3,0.9,2.2,2.2,2.7,2.52,0.8786353054595518,1.0,2.6,2.8,3.0,3.2,0.023
13.577777777777778,2.316127035472028,9.3,12.8,13.0,15.4,16.9,20.72222222222222,2.492377267679282,15.8,19.6,20.3,22.8,24.2,6.855555555555555,14.436768259474759,0.1,0.9,1.9,4.3,45.1,2.5555555555555554,1.0806376718298218,1.1,2.1,2.5,2.7,4.3,0.947
20.7,0.9899494936611655,20.0,20.35,20.7,21.049999999999997,21.4,25.9,0.8485281374238565,25.3,25.6,25.9,26.2,26.5,0.25,0.21213203435596428,0.1,0.17500000000000002,0.25,0.32500000000000007,0.4,2.05,0.919238815542512,1.4,1.7249999999999999,2.05,2.3750000000000004,2.7,0.005
24.7,1.9652638340511879,24.7,24.7,24.7,24.7,24.7,29.0,1.5153262423146363,29.0,29.0,29.0,29.0,29.0,0.5,9.316820600815523,0.5,0.5,0.5,0.5,0.5,5.0,1.0968007006542155,5.0,5.0,5.0,5.0,5.0,0.026
21.049999999999997,2.9405781744412103,17.9,18.725,20.45,23.6,24.7,28.08333333333333,2.1821243472054164,25.1,26.4,28.75,29.674999999999997,30.3,13.700000000000001,18.421509167275083,0.0,1.1,3.35,27.875000000000004,39.1,3.1999999999999997,1.2743625857659193,1.9,2.2750000000000004,2.8,4.15,5.0,0.524
18.083333333333332,2.069621543503385,14.9,17.299999999999997,17.7,18.875,22.8,22.78333333333333,1.4855873239125654,20.5,22.275,22.85,23.325000000000003,26.3,6.708333333333333,6.720992666581509,0.1,2.1999999999999997,4.15,11.25,21.9,2.5416666666666665,0.9839238083337859,1.4,2.1,2.3,2.65,5.2,6.934
13.046153846153846,2.8271349999057893,9.0,11.0,12.8,14.7,18.7,19.30769230769231,2.691487054418535,16.5,17.5,18.2,19.9,24.2,4.407692307692308,6.339487563210654,0.1,0.2,0.9,7.2,21.9,2.769230769230769,1.0003204614727352,1.5,2.1,2.6,3.2,4.9,0.6490000000000001
9.55,1.7219175357722567,7.7,8.299999999999999,9.05,10.0,12.5,15.76,2.130310358192492,12.4,14.75,16.0,16.875,19.5,3.55,2.6277366686941828,0.0,2.1,3.1500000000000004,5.35,7.7,2.34,1.058510483861376,1.1,1.575,2.3,2.475,4.8,0.274
9.299999999999999,1.5517731793016656,7.2,8.0,9.8,10.5,11.5,15.463636363636363,1.303282568956347,13.5,14.8,15.5,15.850000000000001,18.0,5.536363636363637,6.559462283948697,0.1,0.6,3.0,8.8,20.0,2.1363636363636362,1.102064178959399,0.8,1.4,2.0,2.5,4.8,1.1549999999999998
8.623076923076924,1.5906779718901023,6.4,7.5,8.2,9.6,12.7,13.76923076923077,1.3040862799834316,11.9,12.8,13.8,14.5,16.5,9.923076923076923,8.219707400120138,0.9,2.7,9.5,12.7,26.0,2.569230769230769,1.231113733836572,0.6,1.8,2.3,3.2,5.2,8.504000000000001
